"b","Foram:

_Frete:_
*VALOR TOTAL: R$*","Fechamento "
"d","Para gerar o boleto vou precisar que você informe o seu:

-NOME: 

-CELULAR:

-E-MAIL:

-CPF / CNPJ:

-DATA DE NASCIMENTO:

-CEP:

-RUA & NÚMERO:

-BAIRRO:

Para emissão do boleto é cobrado uma taxa de 2,50%key:enter%","Emitir boleto"
