"9","Olá! 👋
Percebemos que você ainda não deu continuidade ao seu pedido. 
Gostaria de continuar e finalizar sua compra?%key:enter%","Gostaria de dar continuidade com seu pedido ?"
"a","Olá! 👋
Infelizmente, seu pedido foi cancelado por falta de resposta.
Se ainda tiver interesse, entre em contato conosco e teremos prazer em ajudá-lo(a) a refazer o pedido.%key:enter%","Cancelado "
